concept:proxyfor,2
concept:mutualproxyfor,2
concept:teamplaysagainstteam,2
concept:organizationhiredperson,2
concept:animalistypeofanimal,2
concept:locationlocatedwithinlocation,2
concept:atdate,2
concept:statelocatedingeopoliticallocation,2
concept:agentcompeteswithagent,2
concept:sportsgameteam,2
concept:professionistypeofprofession,2
concept:riveremptiesintoriver,2
concept:agriculturalproductcutintogeometricshape,2
concept:hasofficeincountry,2
concept:countrylocatedingeopoliticallocation,2
concept:subpartoforganization,2
concept:subpartof,2
concept:atlocation,2
concept:fishservedwithfood,2
concept:invertebratefeedonfood,2
concept:headquarteredin,2
concept:competeswith,2
concept:agriculturalproductcomingfromvertebrate,2
concept:agentparticipatedinevent,2
concept:acquired,2
concept:agriculturalproductcookedwithagriculturalproduct,2
concept:statehascapital,2
concept:agentactsinlocation,2
concept:synonymfor,2
concept:agriculturalproductcontainchemical,2
concept:specializationof,2
concept:organizationterminatedperson,2
concept:animalpreyson,2
concept:agentcreated,2
concept:agentcontrols,2
concept:coachesteam,2
concept:sportsgamewinner,2
concept:buildinglocatedincity,2
concept:animalsuchasinvertebrate,2
concept:organizationacronymhasname,2
concept:animaleatfood,2
concept:istallerthan,2
concept:agentcollaborateswithagent,2
concept:worksfor,2
concept:citycapitalofcountry,2
concept:animalthatfeedoninsect,2
concept:agentinvolvedwithitem,2
concept:personleadsorganization,2
concept:teamplaysinleague,2
concept:agentbelongstoorganization,2
concept:chemicalistypeofchemical,2
concept:newspaperincity,2
concept:stadiumlocatedincity,2
concept:agriculturalproductcamefromcountry,2
concept:animaleatvegetable,2
concept:personleadsgeopoliticalorganization,2
concept:teamwontrophy,2
concept:bakedgoodservedwithbeverage,2
concept:countryalsoknownas,2
concept:citylocatedingeopoliticallocation,2
concept:objectpartofobject,2
concept:organizationheadquarteredincountry,2
concept:mammalsuchasmammal,2
concept:companyeconomicsector,2
concept:teamplayssport,2
concept:agriculturalproductgrowinginstateorprovince,2
concept:museumincity,2
concept:citylocatedinstate,2
concept:animalsuchasinsect,2
concept:beveragemadefrombeverage,2
concept:agriculturalproducttoattractinsect,2
concept:cityliesonriver,2
concept:personchargedwithcrime,2
concept:statelocatedincountry,2
concept:personbelongstoorganization,2
concept:organizationalsoknownas,2
concept:persongraduatedschool,2
concept:furniturefoundinroom,2
concept:hasofficeincity,2
concept:animalsuchasfish,2
concept:objectfoundinscene,2
concept:personalsoknownas,2
concept:stateorprovinceisborderedbystateorprovince,2
concept:personhasresidenceingeopoliticallocation,2
concept:beveragecontainsprotein,2
concept:teamplaysincity,2
concept:agriculturalproductgrowninlandscapefeatures,2
concept:organizationheadquarteredinstateorprovince,2
concept:agriculturalproductincludingagriculturalproduct,2
concept:fooddecreasestheriskofdisease,2
concept:coachesinleague,2
concept:arthropodcalledarthropod,2
concept:academicprogramatuniversity,2
concept:foodcancausedisease,2
concept:animaldevelopdisease,2
concept:citylocatedincountry,2
concept:sportusesstadium,2
concept:organizationdissolvedatdate,2
concept:coachwontrophy,2
concept:athleteplaysinleague,2
concept:personborninlocation,2
concept:attractionofcity,2
concept:personhasjobposition,2
concept:organizationheadquarteredincity,2
concept:persongraduatedfromuniversity,2
concept:countrycurrency,2
concept:buildingfeaturemadefrombuildingmaterial,2
concept:personbornincity,2
concept:thinghasshape,2
concept:athletehomestadium,2
concept:cityalsoknownas,2
concept:ismultipleof,2
concept:thinghascolor,2
concept:athleteledsportsteam,2
concept:athleteplaysforteam,2
concept:personmovedtostateorprovince,2
concept:teamalsoknownas,2
concept:arthropodandotherarthropod,2
concept:persondiedatage,2
concept:sportschoolincountry,2
concept:touristattractionsuchastouristattraction,2
concept:producesproduct,2
concept:topmemberoforganization,2
concept:haswife,2
concept:parkincity,2
concept:persondiedincountry,2
concept:teamhomestadium,2
concept:politicianrepresentslocation,2
concept:sportfansincountry,2
concept:plantrepresentemotion,2
concept:leaguestadiums,2
concept:journalistwritesforpublication,2
concept:lakeinstate,2
concept:ceoof,2
concept:awardtrophytournamentisthechampionshipgameofthenationalsport,2
concept:politicianholdsoffice,2
concept:transportationincity,2
concept:politicianusholdsoffice,2
concept:hotelincity,2
concept:athleteplayssport,2
concept:companyalsoknownas,2
concept:hassibling,2
concept:visualizablescene,1
concept:musicartist,1
concept:mldataset,1
concept:researchproject,1
concept:arachnid,1
concept:university,1
concept:wine,1
concept:musicalbum,1
concept:automobilemodel,1
concept:website,1
concept:stateorprovince,1
concept:crimeorcharge,1
concept:meat,1
concept:reptile,1
concept:musicinstrument,1
concept:geometricshape,1
concept:fungus,1
concept:invertebrate,1
concept:sportsleague,1
concept:writer,1
concept:mlarea,1
concept:hobby,1
concept:roadaccidentevent,1
concept:visualartist,1
concept:male,1
concept:model,1
concept:bone,1
concept:geopoliticalorganization,1
concept:politician,1
concept:braintissue,1
concept:mollusk,1
concept:blog,1
concept:actor,1
concept:visualizablething,1
concept:country,1
concept:televisionshow,1
concept:election,1
concept:currency,1
concept:videogame,1
concept:grain,1
concept:shoppingmall,1
concept:museum,1
concept:musician,1
concept:clothing,1
concept:location,1
concept:mountainrange,1
concept:creditunion,1
concept:politicsissue,1
concept:park,1
concept:newspaper,1
concept:restaurant,1
concept:skiarea,1
concept:fruit,1
concept:trainstation,1
concept:automobilemaker,1
concept:automobileengine,1
concept:buildingmaterial,1
concept:vertebrate,1
concept:humanagent,1
concept:scientificterm,1
concept:highway,1
concept:recordlabel,1
concept:physiologicalcondition,1
concept:planet,1
concept:county,1
concept:bank,1
concept:zoo,1
concept:professionalorganization,1
concept:nut,1
concept:agriculturalproduct,1
concept:aquarium,1
concept:televisionstation,1
concept:publication,1
concept:governmentorganization,1
concept:vehicle,1
concept:year,1
concept:lake,1
concept:hallwayitem,1
concept:programminglanguage,1
concept:tradeunion,1
concept:beverage,1
concept:traditionalgame,1
concept:monarch,1
concept:sportsevent,1
concept:sportsteamposition,1
concept:musicfestival,1
concept:mediatype,1
concept:weatherphenomenon,1
concept:stadiumoreventvenue,1
concept:charactertrait,1
concept:sport,1
concept:company,1
concept:politicsbill,1
concept:vegetable,1
concept:religion,1
concept:victim,1
concept:bodypart,1
concept:sportsgame,1
concept:physicalaction,1
concept:politicalparty,1
concept:buildingfeature,1
concept:filmfestival,1
concept:physicsterm,1
concept:nerve,1
concept:personasia,1
concept:animal,1
concept:profession,1
concept:software,1
concept:celebrity,1
concept:hospital,1
concept:legume,1
concept:person,1
concept:jobposition,1
concept:river,1
concept:mountain,1
concept:athlete,1
concept:biotechcompany,1
concept:personus,1
concept:geolocatablething,1
concept:perceptionevent,1
concept:amphibian,1
concept:geopoliticallocation,1
concept:personcanada,1
concept:comedian,1
concept:island,1
concept:candy,1
concept:criminal,1
concept:winery,1
concept:scientist,1
concept:boardgame,1
concept:personaustralia,1
concept:monument,1
concept:arthropod,1
concept:artery,1
concept:emotion,1
concept:insect,1
concept:cheese,1
concept:bridge,1
concept:weapon,1
concept:professor,1
concept:wallitem,1
concept:musicsong,1
concept:food,1
concept:disease,1
concept:bedroomitem,1
concept:organization,1
concept:visualizableattribute,1
concept:mlsoftware,1
concept:fish,1
concept:landscapefeatures,1
concept:visualizableobject,1
concept:tableitem,1
concept:dayofweek,1
concept:trail,1
concept:hotel,1
concept:bird,1
02,1
concept:airport,1
concept:nonneginteger,1
concept:attraction,1
concept:item,1
concept:retailstore,1
concept:city,1
concept:drug,1
concept:street,1
concept:personafrica,1
concept:month,1
concept:academicfield,1
concept:architect,1
concept:product,1
concept:journalist,1
concept:sociopolitical,1
concept:skyscraper,1
concept:movie,1
concept:date,1
concept:personeurope,1
concept:mlauthor,1
concept:convention,1
concept:kitchenitem,1
concept:videogamesystem,1
concept:sportsequipment,1
concept:physicalcharacteristic,1
concept:mammal,1
concept:building,1
concept:sportsteam,1
concept:economicsector,1
concept:magazine,1
concept:politicaloffice,1
concept:personnorthamerica,1
concept:mlalgorithm,1
concept:officebuildingroom,1
concept:astronaut,1
concept:musicgenre,1
concept:chemical,1
concept:furniture,1
concept:ceo,1
concept:race,1
concept:bathroomitem,1
concept:awardtrophytournament,1
concept:dateliteral,1
concept:continent,1
concept:radiostation,1
concept:bakedgood,1
concept:color,1
concept:farm,1
concept:terroristorganization,1
concept:cardgame,1
concept:conference,1
concept:politicianus,1
40,1
concept:placeofworship,1
concept:school,1
concept:coach,1
concept:parlourgame,1
concept:plant,1
concept:politicsblog,1
concept:agent,1
concept:personmexico,1
concept:crustacean,1
concept:householditem,1
concept:book,1
concept:female,1
concept:nonprofitorganization,1
00,1
03,1
concept:consumerelectronicitem,1
concept:condiment,1
concept:mlconference,1
concept:room,1
concept:eventoutcome,1
concept:port,1
concept:beach,1
concept:director,1
concept:transportation,1
concept:protein,1
concept:nongovorganization,1
